Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg), activity
1.0001420,6.020220,7.819463,0.245406,9.871539,88.575485,52.407253,hold
1.0100149,5.963956,7.849391,0.232238,9.860813,88.650467,52.772480,hold
1.0202360,5.960365,7.876924,0.248997,9.880986,88.556015,52.885681,hold
1.0302960,5.993884,7.908048,0.247800,9.925989,88.569473,52.839790,hold
1.0398610,5.983110,7.921216,0.263362,9.930389,88.480293,52.935261,hold
1.0508140,5.975927,7.959524,0.215478,9.955508,88.759789,53.101158,hold
1.0601070,5.968745,7.951144,0.203507,9.944245,88.827370,53.105267,hold
1.0709050,5.928043,7.930793,0.183156,9.903168,88.940269,53.222927,hold
1.0799730,5.887342,7.881712,0.142455,9.838825,89.170395,53.241653,hold
1.0901650,5.905299,7.827842,0.101754,9.806020,89.405449,52.969215,hold
1.1006000,5.923255,7.772776,0.116119,9.773150,89.319229,52.690735,hold
1.1102300,5.910087,7.756016,0.191536,9.753031,88.874718,52.692589,hold
1.1211680,5.938818,7.830236,0.265756,9.831215,88.450996,52.821617,hold
1.1304860,6.027403,7.897274,0.241814,9.937555,88.605659,52.648197,hold
1.1401060,6.042965,7.916428,0.203507,9.961359,88.829384,52.643879,hold
1.1501410,6.019023,7.862558,0.162806,9.903280,89.058037,52.564865,hold
1.1605049,5.998672,7.796718,0.141258,9.838334,89.177322,52.425880,hold
1.1710709,5.981913,7.741651,0.191536,9.785353,88.878433,52.307018,hold
1.1811950,5.954380,7.752425,0.246603,9.778320,88.554886,52.473331,hold
1.1909990,5.955577,7.800309,0.253785,9.817236,88.518684,52.638077,hold
1.2003480,5.971139,7.880515,0.234632,9.889998,88.640579,52.848454,hold
1.2101690,5.991490,7.949947,0.193930,9.956767,88.883965,52.996437,hold
1.2213329,6.041768,7.996634,0.175974,10.023975,88.994102,52.927532,hold
1.2305770,6.050148,7.994239,0.169988,10.027016,89.028618,52.881073,hold
1.2404170,6.030994,7.960721,0.186748,9.989036,88.928780,52.852650,hold
1.2499950,6.017826,7.893683,0.216675,9.928313,88.749481,52.679562,hold
1.2599829,5.996278,7.842207,0.287304,9.876139,88.332985,52.597889,hold
1.2700970,5.961562,7.820660,0.365116,9.840541,87.873657,52.682312,hold
1.2801250,5.963956,7.830236,0.363919,9.849559,87.882568,52.705025,hold
1.2902189,6.013038,7.851785,0.288501,9.893957,88.329056,52.554459,hold
1.3002440,6.025009,7.825448,0.233435,9.878909,88.645996,52.406422,hold
1.3104960,6.003461,7.807492,0.174777,9.850331,88.983337,52.442024,hold
1.3207630,6.020220,7.784747,0.154426,9.842215,89.100983,52.283951,hold
1.3313390,6.041768,7.782352,0.134075,9.853220,89.220337,52.176304,hold
1.3400949,6.021417,7.783550,0.169988,9.842256,89.010376,52.274174,hold
1.3500710,5.992687,7.789535,0.184354,9.829707,88.925369,52.428005,hold
1.3610829,5.975927,7.770381,0.191536,9.804449,88.880623,52.437382,hold
1.3706319,5.946000,7.767987,0.160412,9.783776,89.060555,52.567780,hold
1.3801720,5.925649,7.802703,0.168791,9.799183,89.013031,52.785675,hold
1.3904110,5.985504,7.846996,0.174777,9.870773,88.985443,52.664467,hold
1.4001039,6.011840,7.906851,0.211887,9.935061,88.777946,52.753071,hold
1.4107701,6.040571,7.935582,0.198719,9.975041,88.858498,52.721581,hold
1.4201080,6.045359,7.911640,0.184354,9.958634,88.939285,52.616211,hold
1.4299940,6.046556,7.874529,0.215478,9.930533,88.756668,52.480690,hold
1.4400010,6.025009,7.842207,0.269348,9.893104,88.439880,52.465660,hold
1.4505949,6.002264,7.806294,0.298078,9.851612,88.266151,52.443298,hold
1.4602449,5.962759,7.742848,0.304064,9.777456,88.217903,52.400169,hold
1.4701080,5.955577,7.734468,0.302867,9.766402,88.222916,52.403561,hold
1.4801849,5.968745,7.756016,0.308852,9.791685,88.192459,52.419445,hold
1.4900270,5.967548,7.806294,0.293290,9.830356,88.290321,52.603775,hold
1.5002310,5.995081,7.836222,0.199916,9.868503,88.839226,52.582298,hold
1.5104640,5.989096,7.833828,0.146046,9.862021,89.151482,52.601467,hold
1.5200330,5.929241,7.835025,0.143652,9.826706,89.162392,52.882988,hold
1.5307480,5.923255,7.854179,0.179565,9.838969,88.954269,52.978107,hold
1.5401160,5.975927,7.832631,0.179565,9.853632,88.955826,52.658077,hold
1.5501629,5.940014,7.773973,0.248997,9.786748,88.542107,52.616920,hold
1.5601920,5.924452,7.759608,0.241814,9.765712,88.581123,52.638306,hold
1.5700771,5.908890,7.770381,0.227449,9.764504,88.665260,52.749279,hold
1.5801520,5.929241,7.805098,0.220267,9.804282,88.712662,52.777420,hold
1.5908650,5.965154,7.826645,0.219069,9.843141,88.724716,52.686810,hold
1.6006570,5.981913,7.832631,0.235829,9.858448,88.629265,52.630413,hold
1.6102710,5.991490,7.862558,0.244209,9.888247,88.584831,52.691582,hold
1.6199570,6.008249,7.888895,0.227449,9.918944,88.686050,52.706795,hold
1.6305099,5.991490,7.869741,0.222661,9.893450,88.710396,52.716801,hold
1.6399509,5.966351,7.838616,0.268151,9.854601,88.440750,52.723480,hold
1.6500419,5.954380,7.821857,0.300472,9.834956,88.249260,52.719837,hold
1.6600009,5.975927,7.799112,0.277727,9.829292,88.380890,52.539516,hold
1.6706539,5.965154,7.751228,0.295684,9.785295,88.268417,52.419006,hold
1.6799929,5.944803,7.739257,0.293290,9.763339,88.278580,52.470833,hold
1.6904010,5.975927,7.756016,0.271742,9.794965,88.410240,52.386135,hold
1.7002100,6.002264,7.809886,0.245406,9.853005,88.572807,52.456032,hold
1.7108150,5.989096,7.851785,0.232238,9.877941,88.652809,52.664745,hold
1.7202009,5.997475,7.891289,0.192733,9.913591,88.886024,52.764725,hold
1.7300680,6.004658,7.888895,0.203507,9.916248,88.824059,52.723305,hold
1.7402580,5.980716,7.875727,0.233435,9.891942,88.647781,52.787476,hold
1.7500669,5.957971,7.849391,0.239420,9.857367,88.608238,52.800186,hold
1.7600579,5.973533,7.821857,0.247800,9.845098,88.557716,52.631115,hold
1.7704130,5.995081,7.788338,0.259771,9.831922,88.486000,52.412685,hold
1.7807089,5.995081,7.770381,0.274136,9.818094,88.400009,52.348743,hold
1.7907320,6.002264,7.803900,0.256180,9.848536,88.509460,52.434807,hold
1.8013629,6.052542,7.837419,0.195127,9.904366,88.871132,52.322453,hold
1.8108640,6.084864,7.841011,0.198719,9.927059,88.852982,52.187443,hold
1.8200330,6.070498,7.813477,0.243011,9.897496,88.593086,52.155415,hold
1.8304850,6.034585,7.799112,0.269348,9.864833,88.435410,52.268982,hold
1.8401589,6.023811,7.785944,0.250194,9.847326,88.544113,52.271679,hold
1.8505030,6.004658,7.782352,0.272939,9.833383,88.409470,52.347168,hold
1.8601620,6.010643,7.807492,0.298078,9.857668,88.267212,52.408913,hold
1.8704931,6.019023,7.821857,0.266953,9.873264,88.450645,52.421242,hold
1.8800240,6.013038,7.837419,0.211887,9.880620,88.771217,52.503799,hold
1.8910760,5.984307,7.827842,0.185551,9.855023,88.921173,52.602451,hold
1.9001309,5.962759,7.819463,0.221464,9.836033,88.709846,52.672539,hold
1.9104180,5.936423,7.826645,0.233435,9.826087,88.638718,52.820087,hold
1.9201119,5.935226,7.862558,0.226252,9.853827,88.684326,52.951866,hold
1.9301920,5.938818,7.902063,0.205901,9.887090,88.806717,53.073204,hold
1.9400749,5.944803,7.920019,0.180762,9.904548,88.954269,53.107941,hold
1.9506760,5.962759,7.896077,0.180762,9.896222,88.953392,52.941551,hold
1.9600290,5.995081,7.846996,0.226252,9.877628,88.687500,52.620285,hold
1.9710829,5.990293,7.795521,0.304064,9.835964,88.228508,52.460335,hold
1.9800469,5.979519,7.769185,0.345962,9.809922,87.978958,52.416477,hold
1.9901220,5.979519,7.760805,0.318429,9.802353,88.138420,52.386585,hold
2.0000620,5.965154,7.729680,0.292093,9.768128,88.286453,52.341888,hold
2.0102420,5.947197,7.730877,0.265756,9.757369,88.439270,52.429691,hold
2.0203431,5.925649,7.764396,0.233435,9.770039,88.630905,52.649773,hold
2.0299499,5.950788,7.817069,0.166397,9.825789,89.029663,52.719585,hold
2.0399499,5.989096,7.856573,0.130484,9.879881,89.243271,52.681587,hold
2.0500629,6.003461,7.864953,0.156820,9.895636,89.091972,52.644852,hold
2.0600340,6.039374,7.867347,0.153229,9.919308,89.114883,52.488327,hold
2.0705290,6.020220,7.829040,0.183156,9.877776,88.937546,52.441147,hold
2.0799921,5.975927,7.762002,0.216675,9.798333,88.732887,52.407501,hold
2.0907989,5.968745,7.708132,0.245406,9.751997,88.558022,52.247810,hold
2.1000679,5.965154,7.694964,0.257377,9.739701,88.485756,52.217075,hold
2.1109798,5.999869,7.754819,0.247800,9.808009,88.552261,52.271038,hold
2.1200628,6.070498,7.809886,0.216675,9.894050,88.745148,52.142651,hold
2.1306598,6.120777,7.894880,0.215478,9.991971,88.764313,52.214142,hold
2.1402559,6.155493,7.936779,0.180762,10.045657,88.968964,52.204075,hold
2.1508510,6.145916,7.929596,0.160412,10.033769,89.083961,52.222153,hold
2.1604421,6.089652,7.872135,0.166397,9.953998,89.042168,52.275517,hold
2.1704881,6.044162,7.793127,0.204704,9.864412,88.810921,52.203701,hold
2.1800840,6.027403,7.729680,0.257377,9.805294,88.495888,52.053825,hold
2.1911609,5.998672,7.716512,0.292093,9.778238,88.288223,52.139175,hold
2.2001150,5.980716,7.741651,0.278924,9.786721,88.366829,52.312569,hold
2.2104299,6.023811,7.794323,0.215478,9.853132,88.746902,52.301502,hold
2.2200420,6.077681,7.829040,0.160412,9.912507,89.072754,52.177822,hold
2.2301259,6.047753,7.864953,0.141258,9.922336,89.184288,52.441525,hold
2.2400599,5.974730,7.882909,0.122104,9.892046,89.292740,52.840248,hold
2.2505698,5.947197,7.875727,0.111330,9.869580,89.353683,52.942451,hold
2.2607360,5.920861,7.875727,0.125696,9.853906,89.269119,53.064671,hold
2.2706659,5.893328,7.885303,0.156820,9.845502,89.087349,53.226254,hold
2.2799978,5.866991,7.870938,0.165200,9.818378,89.035919,53.299183,hold
2.2903628,5.914876,7.876924,0.143652,9.851513,89.164497,53.096680,hold
2.2999849,5.948394,7.858967,0.141258,9.857318,89.178909,52.878193,hold
2.3103180,5.950788,7.846996,0.209493,9.850437,88.781380,52.825054,hold
2.3206310,5.963956,7.873333,0.253785,9.880412,88.528152,52.856503,hold
2.3300169,5.991490,7.879318,0.266953,9.902164,88.455170,52.750381,hold
2.3400409,5.978322,7.885303,0.250194,9.898532,88.551643,52.832050,hold
2.3503261,5.951985,7.886500,0.231040,9.883137,88.660461,52.957943,hold
2.3600969,5.959168,7.888895,0.234632,9.889459,88.640503,52.933079,hold
2.3700008,5.987898,7.908048,0.219069,9.921700,88.734818,52.867344,hold
2.3800728,5.990293,7.927202,0.227449,9.938605,88.688644,52.923012,hold
2.3906729,6.001067,7.923611,0.238223,9.942492,88.627060,52.860981,hold
2.4004788,5.996278,7.870938,0.253785,9.898052,88.530777,52.698940,hold
2.4103601,5.957971,7.821857,0.269348,9.836229,88.430862,52.703186,hold
2.4206798,5.904101,7.806294,0.264559,9.791151,88.451668,52.898846,hold
2.4307530,5.899313,7.833828,0.228646,9.809334,88.664368,53.018196,hold
2.4403398,5.922058,7.878121,0.186748,9.857507,88.914482,53.067467,hold
2.4506180,5.941212,7.955932,0.140061,9.930482,89.191864,53.248909,hold
2.4607930,5.984307,7.979874,0.096965,9.974955,89.443024,53.132851,hold
2.4702110,5.961562,7.963115,0.117316,9.948125,89.324310,53.179749,hold
2.4800889,5.972336,7.922413,0.165200,9.922738,89.046059,52.989071,hold
